dataset,split,doc_id,document_type,schema_name,gold_available,source_path,text,char_count,token_count_whitespace,sentence_count,entity_count,relation_count,annotation_file_count,label_types,text_sha256,parse_status,eligible,length_bucket,notes
SciER,dev,53719258__88,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,53719258__89,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,53719258__90,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,53719258__91,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,53719258__92,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,53719258__93,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,53719258__94,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,10,0,0,,,missing_text,0,,
SciER,dev,53719258__95,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,53719258__96,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,53719258__97,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,2,0,0,,,missing_text,0,,
SciER,dev,53719258__98,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,53719258__99,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,53719258__100,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,12,0,0,,,missing_text,0,,
SciER,dev,53719258__101,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,53719258__102,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,53719258__103,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,10,0,0,,,missing_text,0,,
SciER,dev,53719258__104,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,53719258__105,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,53719258__106,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__2,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__3,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__4,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,12,0,0,,,missing_text,0,,
SciER,dev,2032742__5,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__6,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__7,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__8,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__9,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__10,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__11,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__12,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,2032742__13,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__14,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__15,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__16,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__17,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__18,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__19,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__20,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__21,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__22,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__23,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__24,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__25,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,2032742__26,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,10,0,0,,,missing_text,0,,
SciER,dev,2032742__27,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__28,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__29,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__30,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__31,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__32,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__33,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,12,0,0,,,missing_text,0,,
SciER,dev,2032742__34,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__35,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,2032742__36,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__37,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,2032742__38,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__39,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__40,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__41,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__42,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__43,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,2032742__44,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,2032742__45,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,2032742__46,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,198967567,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,10,0,0,,,missing_text,0,,
SciER,dev,198967567__2,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__3,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__4,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__5,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,10,0,0,,,missing_text,0,,
SciER,dev,198967567__6,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__7,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,10,0,0,,,missing_text,0,,
SciER,dev,198967567__8,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__9,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__10,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__11,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__12,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__13,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__14,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__15,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,2,0,0,,,missing_text,0,,
SciER,dev,198967567__16,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__17,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__18,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__19,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,198967567__20,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__21,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,198967567__22,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__23,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__24,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,0,0,0,,,missing_text,0,,
SciER,dev,198967567__25,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__26,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__27,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__28,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,198967567__29,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__30,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__31,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__32,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__33,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,2,0,0,,,missing_text,0,,
SciER,dev,198967567__34,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__35,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__36,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,10,0,0,,,missing_text,0,,
SciER,dev,198967567__37,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__38,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__39,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__40,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__41,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,198967567__42,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__43,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,10,0,0,,,missing_text,0,,
SciER,dev,198967567__44,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__45,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__46,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__47,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,10,0,0,,,missing_text,0,,
SciER,dev,198967567__48,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,12,0,0,,,missing_text,0,,
SciER,dev,198967567__49,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__50,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,198967567__51,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__52,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__53,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__54,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,10,0,0,,,missing_text,0,,
SciER,dev,198967567__55,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__56,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__57,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__58,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,6,0,0,,,missing_text,0,,
SciER,dev,198967567__59,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
SciER,dev,198967567__60,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,8,0,0,,,missing_text,0,,
SciER,dev,198967567__61,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,12,0,0,,,missing_text,0,,
SciER,dev,198967567__62,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,2,0,0,,,missing_text,0,,
SciER,dev,198967567__63,full_document,scier_entity_relation,1,LLM/dev.jsonl,,0,0,0,4,0,0,,,missing_text,0,,
