dataset,split,record_id,entity_count,text_sha256
EBM-NLP,test,15358868,13,398fb12712badc6f1f61b60872e5d688b927785a69a2626a174d1621e73be74e
EBM-NLP,test,16167234,22,224eb4fc0426b63ec5bae24d5d6dbc68c293edcc2f14763636a1ff63028f3d5b
EBM-NLP,test,1669598,22,993037d2509fd70da13c7476626d5ac25ecf3aa0818adb2e672c95b2aae5ebc7
EBM-NLP,test,17293018,20,fd9c44db0f102913e4ea7cf088c605413f190c325634a0d8879581789be21c48
EBM-NLP,test,17321989,22,79042ffbe83dd794a30509125ad575372181fd1cc17c82cf91c2741473bc24cd
EBM-NLP,test,1780092,15,7067c77bc631b71ed99f96ba6eae07c1dab2e4002aa76bbcada84b1dd1a2a9f5
EBM-NLP,test,17897478,30,c090e823582ec2637b6b36923735f8ef92f5f4d3f40d8d0eee1d1098c296019f
EBM-NLP,test,18229990,21,d912d421aaf5c940576cafaf58827a4f4ce5014da3454754bebf559a33e7b578
EBM-NLP,test,18503531,18,8ecf8fc36b0e95ad46aa9c854d15c4a0588fb71676ed0ace5cb5e024f0fdea33
EBM-NLP,test,18544974,28,3e5356b22ae6138caa321dc63b31f366dea53aad98c83e86a589057ffdcd80f2
EBM-NLP,test,18773733,16,8bac98794ff5c6827d78fa2835bd112c11dd841a4087b57c2ff45567d4a5f3e8
EBM-NLP,test,18958161,16,9e656a8c8ccfe06def47a33b2142be8b64aa7554595c4e30a1c8e6a91ac601a1
EBM-NLP,test,19096921,15,b735104b62f72a04b86a2109b5b233c074a873b25720614a1e6efe2d6b554d4f
EBM-NLP,test,19301724,30,6620901c865c8b69402ffee089ab1d967617294e0bdb5693d8e513c15bbce00f
EBM-NLP,test,19376304,13,17517e5a35d065993f405af80ad195b6d4755e89fd39951d0a72ae29c63500d7
EBM-NLP,test,1963383,21,026957e93e4ba8f0b8db46520691e7a7d23d06bb42fe48041b5e298be60cc11f
EBM-NLP,test,19802506,42,e9cd7402062dc388ee8b35504b7121cf981c145af1ed6f6b2e515c7db4f2ce02
EBM-NLP,test,20189026,26,9ba4aa5ed3c7deb2cecb0dee6fce95a41ae565042a571006dcbd7b2ef986158d
EBM-NLP,test,20226474,35,5a0f3222c9db104bbb9b63569f6befbf7e27a41e4c063a5a951d0a65a5aac00d
EBM-NLP,test,20560622,18,b44fa1055f83b37ad7ebc717014a4ec50e57c5c5a321786788c0223b4b65ff40
EBM-NLP,test,20804366,17,fd4e5e1ecea49b103a37badd00b94eb5a34c60dcc4acdf7ba5e090fab044c661
EBM-NLP,test,20943715,30,b0fd7bdc9a042f83678f2d093270a2b480c1b0ee6bd36ead8cd55b7109a4cbb1
EBM-NLP,test,21106663,14,0c1695349b8506e432b6081ececa13e9bca5c843c43ede4c5b365b1c83dd3b7c
EBM-NLP,test,21491990,20,15b89bb9c353f51fa021d2c97e79570f13cdfba45a1c0682f01bdeec7c8d2092
EBM-NLP,test,21718094,22,3204d432f52d60a4f968d3fab1af5503bce144cecbc1f4fd6427e9324dead5ec
EBM-NLP,test,21866656,28,42378634094696fc4b82324b5bca6e156696953c300c3a3a24b9db8591427046
EBM-NLP,test,2188766,18,62e15da64aecc6fbcb5f388046976698a9e11bba3eb6e13f5390b947f4bd854b
EBM-NLP,test,21924760,22,bc3501add773b554aa462aa926e177a740aa5d3f59fbfad54d3cb0a666abf2fa
EBM-NLP,test,2223363,11,03e3b13ab33e7d7a2728463bcb0d117f76a73e63476aa1ba6606f16511d769d4
EBM-NLP,test,22341427,23,0780eef9e7885b68ac3ae3723abd71133af412d703abdf19e8b785e53db3bda2
EBM-NLP,test,22416755,13,f4ba2ab8cd5606b8f3250d118118449a2472577c729a25f63b732c9c249bf6e4
EBM-NLP,test,22420121,17,a5b4514e4ca24a217914cdc6439da5ee45890897c91206ee0e540b905054c79f
EBM-NLP,test,22435114,18,39761ad3065e975122cff81bc5bee91046593f06764e037c832f88d63eda959a
EBM-NLP,test,22744141,13,a8e2e04f93033a728ef41d93b710f1cc814791eeb0ff0a135925d976847aafda
EBM-NLP,test,22865017,24,f4398da0c0ad307eead34fbed8748636a4f1cc0f9ba06aefec0e72646814fd3f
EBM-NLP,test,23021296,20,c49f4529e282d363f5dc474c49713055cb479a2c6b05d84a2a17e722471b41be
EBM-NLP,test,23114870,30,47704f1f9605a049f9bfae9af6ae283e5470f57257d03645bf88abc56df2aafe
EBM-NLP,test,23356250,23,f212b60877d51ef94ed02246f6ae1e908b93603143ce4efb585586584fb37e97
EBM-NLP,test,23849147,14,70bad7401a30a0cb5935d706e0a1dc0eaa7225e17d6781d6ad3fd34d4615e3e0
EBM-NLP,test,23985254,38,f989921be1234c1c74db1d930db425a7aa232189e68878599386d766d995b2b2
EBM-NLP,test,24075141,20,f458adb22df14b7dc75f33ba8b7e298fe60cd7460a2ca894afaeef0a1c510bab
EBM-NLP,test,24080592,21,de991fa923acd257033c3521546b279edc62dd964fd3e34eab2bd48f6160b23c
EBM-NLP,test,24317958,20,4a593753771b6a901acfdae30c23f3828d285757c3266ec1234bb31db5234167
EBM-NLP,test,24515505,28,d83ed47aa2a68995fdbc2ec969fa3c30e559bb49f9093f40b49888525211e369
EBM-NLP,test,24660757,9,afe799e825c8549390db5dc1ca585773abc2d3178f4e44e5998d5f5a9c154e48
EBM-NLP,test,24960665,26,08e77b43a3fbb93652c6fd1aaf73cd9ad6cb4d79a8d1aae260d18edc5344c701
EBM-NLP,test,25784723,23,cb54ce147ea7d40aac7e2d084a325df4260f69d31da0062556da2a9ddfcd6bf4
EBM-NLP,test,25950425,32,f73044e76772af90ad865aae88fe612b4da17e7edb6bbb2bb546e26be06b6487
EBM-NLP,test,26278470,27,96bc2f4f1341ce638c4da1a9c3e6d37f2fce012e0d27611008a20d051931ae10
EBM-NLP,test,3067745,14,3347f8074c00f18f6d8ea12157e7a636d5024f44e8b3417f3261b45e41392dbf
EBM-NLP,test,361799,16,c200544a5deb1c609f49113fed6e7da70b59a93a79468af1d1a93c9a1bf2c1df
EBM-NLP,test,384815,13,8ce2511e6f767b2cc1486e6924b2b64bbb8fa9d64bc7c1d169eb07992632caf1
EBM-NLP,test,4919024,7,d4a5150a5a7c8d52f87ba3952205c70e000b3e8d21dfd274299c2ca78220bed6
EBM-NLP,test,7017018,12,855542760c01f317b4c98b9887c80a1bab0064616ae06087124037ca0332683f
EBM-NLP,test,7707420,28,86b0439aaf1c65e5b056a2da8d7fccb543214d3bc4f7837b93119ebb911b3863
EBM-NLP,test,7808649,25,eab2f7b8752eb7130e93a8bfc427f60a1e9e6eb3038fe551f5ee2557b75865d3
EBM-NLP,test,7844976,14,349570bab0a771ab0aa8b42de6e3ceb3eb2ad9a4f092ed4ef5b2668673f05fde
EBM-NLP,test,8779382,12,62e3314a5b2c72e9c919c1460fbfe1ce32b268cc2409eae725df3626fa25dab5
EBM-NLP,test,9573502,36,321cc30f36dbb2fd2c58a0df085972000aaddb26016ec377113eacebe2566efc
EBM-NLP,test,9695300,21,d45f731e7697bc5ed5b6bf868c3f7120c6f90dd495837d2f593eb8a661a5cb62
EBM-NLP,test,9816035,26,07332188378290611e60e6ce16ace0f5552f78c67d175cf16db95656f8ed3024
SciER,test,160009536,204,af47084551e99cd6ee09b4833ef7cc95fbae1c6e67cbc718603b1a533e5e1ddd
SciER,test,192546007,213,d472060df2b41303b89b3ac5a0d5f58f7deb20609cfbfbaeed883776e39eea73
SciER,test,202719492,205,09bc562df01c9da3d709a8463f1b2b2a06de641ccdd2a1683c1e02d7636d2f61
SciER,test,202888938,248,6c2e8a17e3e5c028668983ee6cdd9750be38f971b112a1aed313e301590946ab
SciER,test,210157153,177,f3a4b969056b94f7412ef373cdd91b05f651f978da43a9be1a8f5966cd3581c1
SciER,test,210702798,708,5696ebc80cd7b3e041e5310b23c3ca3ab3768332dde0c211e2458a9a1267f320
SciER,test,244256,182,f6c3d628c18cd0199d6139f1826577a7710045418d796a2a9dd3f172cea29f5d
SciER,test,3627225,190,b98ff183c921728911f7db1e4da483f73b13c378b744396e67fe0693f74aa1bb
SciER,test,52169846,504,4c6a2542c2d4e7dd31889186b358c9d7140bf8b79ef5459826a8af44ba31dca9
SciER,test,53109398,317,a171fadd7a426ed3accef5746c2bc54e21b42267fdbee3fc20e3888e19af763f
SciER,test_ood,AAAI2024,152,4aac912fc1c90d3085946cdfef7b8ba63140a09e82b5256892bfd0da5bba0d98
SciER,test_ood,CVPR2023,403,74ddc6f0d46950f5b56f4f20c512a2d2d6078ff706d73d137ff09768df39c6ed
SciER,test_ood,EMNLP2023,192,cb346946e5134cfa4976a1d8f3466ff9e62a90b79ab7f93ea933a65059949bcb
SciER,test_ood,ICLR2024-AI4Material,99,142105b87fae9fdb3f5c73b18a7807e81022450b2221a6f0683ac95d08a5d568
SciER,test_ood,ICLR2024-AI4Science-Protein,270,33b728554c08c73f3a1ad22901ca089e4f2906445b44787599c5bb40c4dd94b7
SciER,test_ood,NeurIPS2023-AI4Science,179,126c2d32be5d05fca041fa53979dd213f4ffbd3ee4c6b3611f9cb3617fb13e8d
